robot,study_1,12,466,research question,a robot that can learn and think like humans,could this robot teach other humans about its own interworkings,1.07384918997534,0.330707940865814,6,1.2,12-study_1-466,cut
robot,study_1,116,4472,research question,a robot that can learn and think like humans,does this robot understand the emotions that humans feel?,0.584764318299477,0.292645627145712,6,0.866666666666667,116-study_1-4472,keep
robot,study_1,38,1435,research question,a robot that can learn and think like humans,can they evolve?,1.37025733718947,0.301949895767258,6,0.933333333333333,38-study_1-1435,keep
robot,study_1,106,4025,research question,a robot that can learn and think like humans,"ask them about moral responsibilities or dilemmas to determine if this involves nature or nurture. a train is about to kill 5 people, you can pull a switch to make it only kill 1 person what do you do?",2.02869969756419,0.336008933268701,5,1.66666666666667,106-study_1-4025,cut
robot,study_1,13,506,research question,a robot that can learn and think like humans,is the robot as efficient as a human in certain tasks?,0.438980278320857,0.290160355875269,6,0.533333333333333,13-study_1-506,keep
robot,study_1,134,5202,research question,a robot that can learn and think like humans,"what implications could this have for humans in the future, such as those in retail or customer service jobs?",0.438980278320857,0.290160355875269,6,0.533333333333333,134-study_1-5202,keep
robot,study_1,21,792,research question,a robot that can learn and think like humans,how does it gain energy to work,0.931399127866815,0.303591349247362,6,0.333333333333333,21-study_1-792,keep
robot,study_1,15,547,research question,a robot that can learn and think like humans,does the robot has human like emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,15-study_1-547,cut
robot,study_1,139,5405,research question,a robot that can learn and think like humans,can the robot interpret the emotions of humans,0.545518177868815,0.327796935293013,6,1.4,139-study_1-5405,cut
robot,study_1,117,4517,research question,a robot that can learn and think like humans,does it possess human feelings,0.196756458802941,0.332230498391045,6,1.26666666666667,117-study_1-4517,cut
robot,study_1,117,4518,research question,a robot that can learn and think like humans,to what extent can it evolve and think,-0.00176595290965298,0.382428109733017,6,1.8,117-study_1-4518,cut
robot,study_1,41,1567,research question,a robot that can learn and think like humans,how can this robot process feelings?,0.196756458802941,0.332230498391045,6,1.26666666666667,41-study_1-1567,cut
robot,study_1,24,904,research question,a robot that can learn and think like humans,from a knowledge standpoint is the robot able to learn more than humans,0.461562309987924,0.320929843909889,6,0.933333333333333,24-study_1-904,keep
robot,study_1,131,5076,research question,a robot that can learn and think like humans,can this robot complete tasks like a human?,-0.358050747422375,0.344192405182343,6,0.666666666666667,131-study_1-5076,keep
robot,study_1,55,2119,research question,a robot that can learn and think like humans,are humans not as complex as we make them out to be?,0.826081933092842,0.36465314963168,6,1.46666666666667,55-study_1-2119,cut
robot,study_1,55,2120,research question,a robot that can learn and think like humans,how can a robot think like a human and learn like one too?,-0.586293856708948,0.339474197719613,6,0.333333333333333,55-study_1-2120,keep
robot,study_1,25,947,research question,a robot that can learn and think like humans,does it feel love,0.681783839914825,0.309411645437912,6,1.2,25-study_1-947,cut
robot,study_1,34,1273,research question,a robot that can learn and think like humans,can it take over the world?,-0.119213430635371,0.344921173356442,6,1.13333333333333,34-study_1-1273,cut
robot,study_1,34,1274,research question,a robot that can learn and think like humans,does it have emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,34-study_1-1274,cut
robot,study_1,13,507,research question,a robot that can learn and think like humans,is this robot safe for society?,-0.374477114915909,0.354160329199544,6,1.06666666666667,13-study_1-507,cut
robot,study_1,38,1436,research question,a robot that can learn and think like humans,does this robot actually have feelings?,-0.0265182579449934,0.340442314351582,6,1.2,38-study_1-1436,cut
robot,study_1,75,2894,research question,a robot that can learn and think like humans,can they perform all jobs as efficiently as humans?,0.271109045482468,0.298623148068075,6,0.6,75-study_1-2894,keep
robot,study_1,12,467,research question,a robot that can learn and think like humans,"how does talking to a robot about a personal problem differ from talking to a human, and what is that difference?",1.50276875878078,0.338930781619659,6,1.2,12-study_1-467,cut
robot,study_1,139,5406,research question,a robot that can learn and think like humans,can the robot restate or retell the information that it learns in a way that is easy to understand?,0.872842006241382,0.314033060484377,6,1,139-study_1-5406,cut
robot,study_1,40,1524,research question,a robot that can learn and think like humans,does the robot have empathy like humans?,0.751539867315251,0.298545554056138,6,1.06666666666667,40-study_1-1524,cut
robot,study_1,71,2739,research question,a robot that can learn and think like humans,what are the limitations of what the robot can learn and think of?,0.394923226390534,0.370841969586631,6,1.46666666666667,71-study_1-2739,cut
robot,study_1,25,946,research question,a robot that can learn and think like humans,does it fear death,2.06091151940591,0.331383420158356,6,0.933333333333333,25-study_1-946,keep
robot,study_1,130,5033,research question,a robot that can learn and think like humans,is this robot capable of creating and maintaining meaningful human like relationships?,1.61502722747802,0.351247908832113,6,1.53333333333333,130-study_1-5033,cut
robot,study_1,56,2159,research question,a robot that can learn and think like humans,how is the robot operated?,-0.369665144071459,0.335219428187575,6,0.666666666666667,56-study_1-2159,keep
robot,study_1,68,2621,research question,a robot that can learn and think like humans,"if you knew one day that you would be destroyed, what would you think",0.70869906648281,0.38929913647759,6,1.4,68-study_1-2621,cut
robot,study_1,82,3133,research question,a robot that can learn and think like humans,ask them about feelings to see if they have any,0.369932871760206,0.361123467876075,5,1.8,82-study_1-3133,cut
robot,study_1,82,3134,research question,a robot that can learn and think like humans,ask them very difficult math questions to see how advanced they are,0.478040257184866,0.381097150142732,5,1.26666666666667,82-study_1-3134,cut
robot,study_1,134,5200,research question,a robot that can learn and think like humans,"can it respond to real life situations using emotions, compassion, and empathy?",0.545518177868815,0.327796935293013,6,1.4,134-study_1-5200,cut
robot,study_1,69,2666,research question,a robot that can learn and think like humans,does this robot have a central nervous system?,0.653978257823034,0.328995230215665,6,0.866666666666667,69-study_1-2666,keep
robot,study_1,57,2204,research question,a robot that can learn and think like humans,is it proven to be safe?,-0.374477114915909,0.354160329199544,6,1.06666666666667,57-study_1-2204,cut
robot,study_1,57,2205,research question,a robot that can learn and think like humans,what ways can it benefit humanity?,-0.160674210042791,0.325084962858066,6,0.866666666666667,57-study_1-2205,keep
robot,study_1,39,1480,research question,a robot that can learn and think like humans,"can this robot complete complex tasks such as, advanced math problems?",0.0985821671556398,0.319438212141508,6,0.533333333333333,39-study_1-1480,keep
robot,study_1,123,4758,research question,a robot that can learn and think like humans,can this robot malfunction,0.146906856028991,0.328724506690529,6,0.933333333333333,123-study_1-4758,keep
robot,study_1,133,5155,research question,a robot that can learn and think like humans,can this robot develop feelings ?,0.196756458802941,0.332230498391045,6,1.26666666666667,133-study_1-5155,cut
robot,study_1,81,3089,research question,a robot that can learn and think like humans,what can this robot do that's different in interacting with society than a regular human,0.544901082460759,0.334969857679741,6,1.4,81-study_1-3089,cut
robot,study_1,125,4845,research question,a robot that can learn and think like humans,what thoughts pass through the robots brain?,0.422761779721202,0.313144722412289,6,0.533333333333333,125-study_1-4845,keep
robot,study_1,105,3981,research question,a robot that can learn and think like humans,how does the robot learn without being able to form memories,0.61607954554772,0.335026389344335,6,1.13333333333333,105-study_1-3981,cut
robot,study_1,4,137,research question,a robot that can learn and think like humans,can the robot make decisions for itself?,0.589221945021231,0.315827769678913,6,1.13333333333333,4-study_1-137,cut
robot,study_1,4,138,research question,a robot that can learn and think like humans,does the robot have emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,4-study_1-138,cut
robot,study_1,48,1866,research question,a robot that can learn and think like humans,can this robot replace human tasks?,0.0576126346110414,0.31577659285612,6,0.933333333333333,48-study_1-1866,keep
robot,study_1,49,1907,research question,a robot that can learn and think like humans,how often will they make a mistake or error,-0.073601316609819,0.357372764824426,6,1.2,49-study_1-1907,cut
robot,study_1,57,2203,research question,a robot that can learn and think like humans,how can it think like a human?,-0.850733773058928,0.357972371527131,6,0.533333333333333,57-study_1-2203,keep
robot,study_1,99,3757,research question,a robot that can learn and think like humans,how he was built,-0.973346266995653,0.416063162887605,5,0.933333333333333,99-study_1-3757,keep
robot,study_1,99,3758,research question,a robot that can learn and think like humans,how much does he know,-0.361321135716449,0.366374403039711,6,1.06666666666667,99-study_1-3758,cut
robot,study_1,42,1614,research question,a robot that can learn and think like humans,is it capable of feeling human emotions,0.196756458802941,0.332230498391045,6,1.26666666666667,42-study_1-1614,cut
robot,study_1,67,2585,research question,a robot that can learn and think like humans,what was the motive in creating this robot,-0.29486356640035,0.351677594812578,6,0.666666666666667,67-study_1-2585,keep
robot,study_1,124,4803,research question,a robot that can learn and think like humans,can we send this robot to other planets?,1.09609967425596,0.289285857198035,6,0.533333333333333,124-study_1-4803,keep
robot,study_1,125,4844,research question,a robot that can learn and think like humans,is the robot able to feel emotion?,0.196756458802941,0.332230498391045,6,1.26666666666667,125-study_1-4844,cut
robot,study_1,73,2805,research question,a robot that can learn and think like humans,will humans be overcome by robots if they can do what we do?,-0.160674210042791,0.325084962858066,6,0.866666666666667,73-study_1-2805,keep
robot,study_1,95,3589,research question,a robot that can learn and think like humans,does the robot learn faster than humans,0.438980278320857,0.290160355875269,6,0.533333333333333,95-study_1-3589,keep
robot,study_1,68,2622,research question,a robot that can learn and think like humans,what do you think of the person who built you in your heart,0.981849163816537,0.446213856957193,6,2,68-study_1-2622,cut
robot,study_1,140,5452,research question,a robot that can learn and think like humans,does this robot feel emotions as humans do or just think like a human?,0.32813867567631,0.352316746419437,6,1.46666666666667,140-study_1-5452,cut
robot,study_1,20,747,research question,a robot that can learn and think like humans,who programmed this robot,-1.50453274908742,0.405262848454486,6,0.533333333333333,20-study_1-747,keep
robot,study_1,83,3175,research question,a robot that can learn and think like humans,can it process emotions like humans do,0.196756458802941,0.332230498391045,6,1.26666666666667,83-study_1-3175,cut
robot,study_1,1,43,research question,a robot that can learn and think like humans,can the robot feel emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,1-study_1-43,cut
robot,study_1,11,422,research question,a robot that can learn and think like humans,what is their best use,-0.160674210042791,0.325084962858066,6,0.866666666666667,11-study_1-422,keep
robot,study_1,11,423,research question,a robot that can learn and think like humans,would they teach children,0.535199628954636,0.33057313343785,6,1.2,11-study_1-423,cut
robot,study_1,85,3219,research question,a robot that can learn and think like humans,what controls this robot,-0.303290326404136,0.34526449046122,6,0.666666666666667,85-study_1-3219,keep
robot,study_1,85,3218,research question,a robot that can learn and think like humans,does this robot has emotion,0.196756458802941,0.332230498391045,6,1.26666666666667,85-study_1-3218,cut
robot,study_1,132,5123,research question,a robot that can learn and think like humans,what software is used to develop it?,-0.29486356640035,0.351677594812578,6,0.666666666666667,132-study_1-5123,keep
robot,study_1,24,905,research question,a robot that can learn and think like humans,is this robot as smart as a human,0.144488617626809,0.322627161791969,6,0.933333333333333,24-study_1-905,keep
robot,study_1,71,2738,research question,a robot that can learn and think like humans,in what ways may the robot overpower humans?,-0.160674210042791,0.325084962858066,6,0.866666666666667,71-study_1-2738,keep
robot,study_1,130,5031,research question,a robot that can learn and think like humans,"can he feel emotion, or does he simply mimic human behavior?",0.32813867567631,0.352316746419437,6,1.46666666666667,130-study_1-5031,cut
robot,study_1,73,2806,research question,a robot that can learn and think like humans,will humans need to work anymore if we can teach robots to do work?,0.271109045482468,0.298623148068075,6,0.6,73-study_1-2806,keep
robot,study_1,31,1146,research question,a robot that can learn and think like humans,see if external stimuli has an impact on the learning capabilities of the robot,1.3513280870573,0.379876805047829,5,2.13333333333333,31-study_1-1146,cut
robot,study_1,115,4426,research question,a robot that can learn and think like humans,does it have emotions,0.196756458802941,0.332230498391045,6,1.26666666666667,115-study_1-4426,cut
robot,study_1,49,1906,research question,a robot that can learn and think like humans,do they feel emotions like human,0.196756458802941,0.332230498391045,6,1.26666666666667,49-study_1-1906,cut
robot,study_1,115,4428,research question,a robot that can learn and think like humans,what age of a mind does it have,1.76497880895277,0.310532154019965,6,1.06666666666667,115-study_1-4428,cut
robot,study_1,69,2667,research question,a robot that can learn and think like humans,how much information can this robot retain in comparison to a human?,0.110402176417047,0.314184550777315,6,0.533333333333333,69-study_1-2667,keep
robot,study_1,45,1732,research question,a robot that can learn and think like humans,does the robot feel that his thinking process isn't realistic with his being,1.0802449681848,0.294874764030419,6,0.533333333333333,45-study_1-1732,keep
robot,study_1,45,1733,research question,a robot that can learn and think like humans,is the informational processing and understanding something he himself can identify with,0.596266036754582,0.299883904817225,6,0.333333333333333,45-study_1-1733,keep
robot,study_1,42,1613,research question,a robot that can learn and think like humans,how does it understand us,-0.104373986835438,0.32154052282745,6,0.333333333333333,42-study_1-1613,keep
robot,study_1,21,790,research question,a robot that can learn and think like humans,can it be destroyed easily,-0.614511654743644,0.358167816044688,6,0.866666666666667,21-study_1-790,keep
robot,study_1,40,1525,research question,a robot that can learn and think like humans,what similarities are there between the robot and the human.,-0.119184643494503,0.347597589166133,6,1.13333333333333,40-study_1-1525,cut
robot,study_1,54,2075,research question,a robot that can learn and think like humans,how does their programming allow them to learn and think like humans,-0.358050747422375,0.344192405182343,6,0.666666666666667,54-study_1-2075,keep
robot,study_1,76,2939,research question,a robot that can learn and think like humans,what allows the robot to learn and understand as complexly as humans,-0.369665144071459,0.335219428187575,6,0.666666666666667,76-study_1-2939,keep
robot,study_1,86,3265,research question,a robot that can learn and think like humans,what is its worst fear?,1.78404894455939,0.360743529783349,6,1.53333333333333,86-study_1-3265,cut
robot,study_1,124,4805,research question,a robot that can learn and think like humans,is it safe to have a robot that can do this?,0.078882208339241,0.30925455006977,6,0.533333333333333,124-study_1-4805,keep
robot,study_1,87,3309,research question,a robot that can learn and think like humans,how was this robot made?,-0.586293856708948,0.339474197719613,6,0.333333333333333,87-study_1-3309,keep
robot,study_1,115,4427,research question,a robot that can learn and think like humans,does the robot have the ability to not like people and make friends,2.17106166562195,0.327783813096878,6,0.933333333333333,115-study_1-4427,keep
robot,study_1,27,1015,research question,a robot that can learn and think like humans,is this robot dangerous to humans?,0.455933591942655,0.301266313922893,6,0.533333333333333,27-study_1-1015,keep
robot,study_1,59,2269,research question,a robot that can learn and think like humans,do robots have the capacity to love?,0.872842006241382,0.314033060484377,6,1,59-study_1-2269,cut
robot,study_1,48,1867,research question,a robot that can learn and think like humans,does this robot need to be electronically charged?,-0.0384483194247828,0.347546728689685,6,0.866666666666667,48-study_1-1867,keep
robot,study_1,28,1058,research question,a robot that can learn and think like humans,does it have feelings,-0.245962969986541,0.374817140981391,6,1.4,28-study_1-1058,cut
robot,study_1,28,1059,research question,a robot that can learn and think like humans,how does its nerves work,0.255485010231097,0.333836406593086,6,0.866666666666667,28-study_1-1059,keep
robot,study_1,43,1654,research question,a robot that can learn and think like humans,is its reaction time identical to humans,0.893631984230471,0.304365396028995,6,0.866666666666667,43-study_1-1654,keep
robot,study_1,107,4070,research question,a robot that can learn and think like humans,how do you think scientists created the nervous system to enable the robot to do this?,0.61607954554772,0.335026389344335,6,1.13333333333333,107-study_1-4070,cut
robot,study_1,76,2938,research question,a robot that can learn and think like humans,does the robot have emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,76-study_1-2938,cut
robot,study_1,5,162,research question,a robot that can learn and think like humans,how can we mimic human learning,-0.0548573506861376,0.341977220198719,6,0.866666666666667,5-study_1-162,keep
robot,study_1,22,821,research question,a robot that can learn and think like humans,do robots have intelligence,-0.178007101312412,0.376725051234094,6,1,22-study_1-821,cut
robot,study_1,31,1145,research question,a robot that can learn and think like humans,"does the robot have a preference as to what kinds of things it likes to learn, and does this preference influence their ability to learn?",1.84284989675909,0.354282617917374,6,1.46666666666667,31-study_1-1145,cut
robot,study_1,19,702,research question,a robot that can learn and think like humans,does it have free will?,1.38300354421762,0.32527447999216,6,1.46666666666667,19-study_1-702,cut
robot,study_1,77,2983,research question,a robot that can learn and think like humans,how long will he be able to understand,-0.0441698138310532,0.346556182001876,6,1.13333333333333,77-study_1-2983,cut
robot,study_1,56,2160,research question,a robot that can learn and think like humans,how long can the robot learn and think without needing more charge?,-0.29486356640035,0.351677594812578,6,0.666666666666667,56-study_1-2160,keep
robot,study_1,56,2161,research question,a robot that can learn and think like humans,what scientific systems are displayed in the robots abilities?,0.4878892353959,0.335002300469364,6,0.533333333333333,56-study_1-2161,keep
robot,study_1,38,1434,research question,a robot that can learn and think like humans,are they built the same way like humans?,-0.358050747422375,0.344192405182343,6,0.666666666666667,38-study_1-1434,keep
robot,study_1,131,5078,research question,a robot that can learn and think like humans,how long can the robot go learning and thinking like humans?,0.110402176417047,0.314184550777315,6,0.533333333333333,131-study_1-5078,keep
robot,study_1,116,4471,research question,a robot that can learn and think like humans,does this robot have the same morals as humans?,1.22133822350131,0.342864638456783,6,1.66666666666667,116-study_1-4471,cut
robot,study_1,143,5565,research question,a robot that can learn and think like humans,do they have a mock brain,0.110402176417047,0.314184550777315,6,0.533333333333333,143-study_1-5565,keep
robot,study_1,143,5566,research question,a robot that can learn and think like humans,does it run on a battery,-0.617442725926171,0.364406711488007,6,0.866666666666667,143-study_1-5566,keep
robot,study_1,3,93,research question,a robot that can learn and think like humans,"can this robot understand humans, or just think like one",0.836991059681367,0.323498392241869,6,0.666666666666667,3-study_1-93,keep
robot,study_1,103,3937,research question,a robot that can learn and think like humans,"why do we need freaky human robots, what's the point",-0.903883730787188,0.42869056846463,6,1.4,103-study_1-3937,cut
robot,study_1,40,1523,research question,a robot that can learn and think like humans,do the robots have human needs?,1.06998406967879,0.328461966073409,6,1.2,40-study_1-1523,cut
robot,study_1,76,2940,research question,a robot that can learn and think like humans,what specific programming was put in place to allow a robot to think like humans,-0.617442725926171,0.364406711488007,6,0.866666666666667,76-study_1-2940,keep
robot,study_1,140,5451,research question,a robot that can learn and think like humans,can this express likes and dislikes or does it just focus on objective data?,1.74354849239385,0.317078842617359,6,1.06666666666667,140-study_1-5451,cut
robot,study_1,3,94,research question,a robot that can learn and think like humans,how does this robot process emotions,0.196756458802941,0.332230498391045,6,1.26666666666667,3-study_1-94,cut
robot,study_1,108,4116,research question,a robot that can learn and think like humans,how was this robot formed to learn and think like humans?,-0.850733773058928,0.357972371527131,6,0.533333333333333,108-study_1-4116,keep
robot,study_1,98,3714,research question,a robot that can learn and think like humans,does it have functioning emotions,0.196756458802941,0.332230498391045,6,1.26666666666667,98-study_1-3714,cut
robot,study_1,69,2665,research question,a robot that can learn and think like humans,can it make hypothesis or is it not that advanced?,0.72342069486317,0.302935575443254,6,1.06666666666667,69-study_1-2665,cut
robot,study_1,41,1569,research question,a robot that can learn and think like humans,what does it mean to think like a human?,-0.254364759981537,0.392461319626837,6,1.4,41-study_1-1569,cut
robot,study_1,99,3756,research question,a robot that can learn and think like humans,and does he think robots are better than humans,-0.140932233007589,0.395246852621014,6,1.6,99-study_1-3756,cut
robot,study_1,43,1653,research question,a robot that can learn and think like humans,how was the robot made,-0.303290326404136,0.34526449046122,6,0.666666666666667,43-study_1-1653,keep
robot,study_1,60,2303,research question,a robot that can learn and think like humans,what limitations does this robot have?,-0.015585520800808,0.355500848653165,6,1.2,60-study_1-2303,cut
robot,study_1,143,5567,research question,a robot that can learn and think like humans,how was it built,-0.850733773058928,0.357972371527131,6,0.533333333333333,143-study_1-5567,keep
robot,study_1,107,4071,research question,a robot that can learn and think like humans,what is most crucial that the robot has in order to replicate a human?,-0.266399784030648,0.364768906960162,6,1,107-study_1-4071,cut
robot,study_1,5,161,research question,a robot that can learn and think like humans,could this pose a threat to the human race,-0.160674210042791,0.325084962858066,6,0.866666666666667,5-study_1-161,keep
robot,study_1,127,4897,research question,a robot that can learn and think like humans,will the robot be able to communicate with humans normally and learn like humans,0.27379743224884,0.295897572542927,6,0.6,127-study_1-4897,keep
robot,study_1,44,1699,research question,a robot that can learn and think like humans,is this robot smarter than an average human?,0.249956645923093,0.307336073981088,6,0.866666666666666,44-study_1-1699,keep
robot,study_1,142,5532,research question,a robot that can learn and think like humans,could the robots intelligence surpass the humans?,0.271109045482468,0.298623148068075,6,0.6,142-study_1-5532,keep
robot,study_1,48,1865,research question,a robot that can learn and think like humans,can this robot pass the turing test?,0.970808602374344,0.355274565850222,6,1.2,48-study_1-1865,cut
robot,study_1,128,4941,research question,a robot that can learn and think like humans,what actions and thoughts can the robot complete that are similar to those of humans?,0.271109045482468,0.298623148068075,6,0.6,128-study_1-4941,keep
robot,study_1,50,1945,research question,a robot that can learn and think like humans,is this an ethical invention,0.933343543054067,0.310034197302126,6,0.866666666666667,50-study_1-1945,keep
robot,study_1,128,4943,research question,a robot that can learn and think like humans,what movements can the robot complete?,0.316234036060236,0.306573963782239,6,0.6,128-study_1-4943,keep
robot,study_1,102,3891,research question,a robot that can learn and think like humans,how was it developed?,-0.850733773058928,0.357972371527131,6,0.533333333333333,102-study_1-3891,keep
robot,study_1,102,3892,research question,a robot that can learn and think like humans,what is its estimated life expectancy,1.01407833388705,0.329567667097842,6,1.2,102-study_1-3892,cut
robot,study_1,18,658,research question,a robot that can learn and think like humans,does the robot learn and develop the same way as humans like reach the same developmental milestones as children at similar times?,1.18923666458697,0.357008880999137,6,1.46666666666667,18-study_1-658,cut
robot,study_1,100,3801,research question,a robot that can learn and think like humans,are they expensive to build,-0.479846574018666,0.411767542191277,6,1.13333333333333,100-study_1-3801,cut
robot,study_1,103,3936,research question,a robot that can learn and think like humans,who will be the human who takes it too far and gets the human race exterminated because they wanted a robot,0.0861351476853927,0.361907435430514,6,1.13333333333333,103-study_1-3936,cut
robot,study_1,22,820,research question,a robot that can learn and think like humans,can robots have morals,1.40065932761957,0.370021116484733,6,1.73333333333333,22-study_1-820,cut
robot,study_1,29,1104,research question,a robot that can learn and think like humans,"is it limited to concrete learning, or hypothetical ideas as well like religion",1.97050393236023,0.330499388776371,6,1.13333333333333,29-study_1-1104,cut
robot,study_1,135,5233,research question,a robot that can learn and think like humans,what's 2 plus 2?,-1.13901174168712,0.429617579588874,6,1.06666666666667,135-study_1-5233,cut
robot,study_1,135,5234,research question,a robot that can learn and think like humans,what's your favorite color,-0.692425240414132,0.44703241952167,6,1.8,135-study_1-5234,cut
robot,study_1,135,5235,research question,a robot that can learn and think like humans,what's your name?,-0.902997539538958,0.429115851843821,6,1.73333333333333,135-study_1-5235,cut
robot,study_1,23,865,research question,a robot that can learn and think like humans,is this ethical?,0.783255761541765,0.329813102787765,6,1.2,23-study_1-865,cut
robot,study_1,23,866,research question,a robot that can learn and think like humans,"is this robot just a brain or does it have a body, can it move",0.124738381044899,0.353356642944165,6,1.2,23-study_1-866,cut
robot,study_1,20,746,research question,a robot that can learn and think like humans,does the robot understand facial expressions,1.59376357189313,0.321481444512118,6,0.866666666666667,20-study_1-746,keep
robot,study_1,33,1231,research question,a robot that can learn and think like humans,does this robot have programmed childhood memories that affects the way it thinks,1.98013682067463,0.326443975883584,6,1.13333333333333,33-study_1-1231,cut
robot,study_1,4,139,research question,a robot that can learn and think like humans,does the robot have morals?,1.22133822350131,0.342864638456783,6,1.66666666666667,4-study_1-139,cut
robot,study_1,13,505,research question,a robot that can learn and think like humans,can the robot develop human emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,13-study_1-505,cut
robot,study_1,39,1479,research question,a robot that can learn and think like humans,"can the robot apply the knowledge that it learns to concepts, instead of just learning it?",1.07384918997534,0.330707940865814,6,1.2,39-study_1-1479,cut
robot,study_1,70,2693,research question,a robot that can learn and think like humans,can you feel pain,0.669834763011712,0.35334567080869,6,1.93333333333333,70-study_1-2693,cut
robot,study_1,70,2694,research question,a robot that can learn and think like humans,can you sense humor,1.57452848023048,0.308183652043163,6,0.866666666666667,70-study_1-2694,keep
robot,study_1,117,4516,research question,a robot that can learn and think like humans,does it have adaptability,1.0406712620453,0.311240392441581,6,0.533333333333333,117-study_1-4516,keep
robot,study_1,95,3588,research question,a robot that can learn and think like humans,are the robots able to process emotion like the humans,0.196756458802941,0.332230498391045,6,1.26666666666667,95-study_1-3588,cut
robot,study_1,142,5531,research question,a robot that can learn and think like humans,can the robot develop human emotions?,0.196756458802941,0.332230498391045,6,1.26666666666667,142-study_1-5531,cut
robot,study_1,108,4115,research question,a robot that can learn and think like humans,do they robot and human carry out similar actions?,0.367639636710411,0.323824230795048,6,1.2,108-study_1-4115,cut
robot,study_1,87,3308,research question,a robot that can learn and think like humans,how do humans think/how did the creator believe that humans think?,-0.0476852354195543,0.346888798665783,6,1.2,87-study_1-3308,cut
robot,study_1,97,3673,research question,a robot that can learn and think like humans,how is the wiring of the robot similar to the human brain,0.444155711023475,0.303010987743311,6,0.666666666666667,97-study_1-3673,keep
robot,study_1,87,3310,research question,a robot that can learn and think like humans,who created this robot and what materials were used for it?,-0.762525979056076,0.380530581413125,6,0.533333333333333,87-study_1-3310,keep
robot,study_1,141,5495,research question,a robot that can learn and think like humans,how can the robot learn and think like humans?,-0.370129358253137,0.334061908942071,6,0.666666666666667,141-study_1-5495,keep
robot,study_1,141,5496,research question,a robot that can learn and think like humans,in what ways does he think the same as us?,0.271109045482468,0.298623148068075,6,0.6,141-study_1-5496,keep
robot,study_1,79,3028,research question,a robot that can learn and think like humans,are you able to love a person,0.716055327495328,0.32849591549103,6,1.33333333333333,79-study_1-3028,cut
robot,study_1,42,1612,research question,a robot that can learn and think like humans,can it follow commands,-0.139012734639259,0.34027428201038,6,0.866666666666667,42-study_1-1612,keep
robot,study_1,80,3070,research question,a robot that can learn and think like humans,do they eat like humans,1.04328383092657,0.342880871506743,6,0.933333333333333,80-study_1-3070,keep
